Question,hardness,Ground Truth SQL,Basic Predicted SQL,SoQ Predicted SQL,EX,EX SoQ
"What are the id, role, and first name of the professionals who have performed two or more treatments?",medium,"SELECT T1.professional_id ,  T1.role_code ,  T1.first_name FROM Professionals AS T1 JOIN Treatments AS T2 ON T1.professional_id  =  T2.professional_id GROUP BY T1.professional_id HAVING count(*)  >=  2","SELECT p.professional_id, p.role_code, p.first_name FROM professionals p JOIN treatments t ON p.professional_id = t.professional_id GROUP BY p.professional_id HAVING COUNT(t.treatment_id) >= 2",NULL,1,0
What is the name of the breed with the most dogs?,extra,SELECT T1.breed_name FROM Breeds AS T1 JOIN Dogs AS T2 ON T1.breed_code  =  T2.breed_code GROUP BY T1.breed_name ORDER BY count(*) DESC LIMIT 1,SELECT b.breed_name FROM breeds b JOIN dogs d ON b.breed_code = d.breed_code GROUP BY b.breed_code ORDER BY COUNT(d.dog_id) DESC LIMIT 1,SELECT T2.breed_name FROM dogs AS T1 INNER JOIN breeds AS T2 ON T1.breed_code = T2.breed_code GROUP BY T1.breed_code ORDER BY COUNT(T1.dog_id) DESC LIMIT 1,1,1
Which breed do the most dogs have? Give me the breed name.,extra,SELECT T1.breed_name FROM Breeds AS T1 JOIN Dogs AS T2 ON T1.breed_code  =  T2.breed_code GROUP BY T1.breed_name ORDER BY count(*) DESC LIMIT 1,SELECT b.breed_name FROM breeds b JOIN dogs d ON b.breed_code = d.breed_code GROUP BY b.breed_code ORDER BY COUNT(d.dog_id) DESC LIMIT 1,SELECT T2.breed_name FROM dogs AS T1 INNER JOIN breeds AS T2 ON T1.breed_code = T2.breed_code GROUP BY T1.breed_code ORDER BY COUNT(T1.dog_id) DESC LIMIT 1,1,1
Which owner has paid for the most treatments on his or her dogs? List the owner id and last name.,extra,"SELECT T1.owner_id ,  T1.last_name FROM Owners AS T1 JOIN Dogs AS T2 ON T1.owner_id  =  T2.owner_id JOIN Treatments AS T3 ON T2.dog_id  =  T3.dog_id GROUP BY T1.owner_id ORDER BY count(*) DESC LIMIT 1","SELECT o.owner_id, o.last_name FROM owners o JOIN dogs d ON o.owner_id = d.owner_id JOIN treatments t ON d.dog_id = t.dog_id GROUP BY o.owner_id, o.last_name ORDER BY COUNT(t.treatment_id) DESC LIMIT 1","SELECT T1.owner_id, T1.last_name FROM owners AS T1 INNER JOIN dogs AS T2 ON T1.owner_id = T2.owner_id INNER JOIN treatments AS T3 ON T2.dog_id = T3.dog_id GROUP BY T1.owner_id ORDER BY COUNT(T3.treatment_id) DESC LIMIT 1",1,1
Tell me the owner id and last name of the owner who spent the most on treatments of his or her dogs.,extra,"SELECT T1.owner_id ,  T1.last_name FROM Owners AS T1 JOIN Dogs AS T2 ON T1.owner_id  =  T2.owner_id JOIN Treatments AS T3 ON T2.dog_id  =  T3.dog_id GROUP BY T1.owner_id ORDER BY count(*) DESC LIMIT 1","SELECT o.owner_id, o.last_name FROM owners o JOIN dogs d ON o.owner_id = d.owner_id JOIN treatments t ON d.dog_id = t.dog_id GROUP BY o.owner_id, o.last_name ORDER BY SUM(t.cost_of_treatment) DESC LIMIT 1",NULL,0,0
What is the description of the treatment type that costs the least money in total?,extra,SELECT T1.treatment_type_description FROM Treatment_types AS T1 JOIN Treatments AS T2 ON T1.treatment_type_code  =  T2.treatment_type_code GROUP BY T1.treatment_type_code ORDER BY sum(cost_of_treatment) ASC LIMIT 1,SELECT treatment_type_description FROM treatment_types JOIN treatments ON treatment_types.treatment_type_code = treatments.treatment_type_code GROUP BY treatment_types.treatment_type_code ORDER BY SUM(cost_of_treatment) ASC LIMIT 1,NULL,1,0
Give me the description of the treatment type whose total cost is the lowest.,extra,SELECT T1.treatment_type_description FROM Treatment_types AS T1 JOIN Treatments AS T2 ON T1.treatment_type_code  =  T2.treatment_type_code GROUP BY T1.treatment_type_code ORDER BY sum(cost_of_treatment) ASC LIMIT 1,SELECT treatment_type_description FROM treatment_types JOIN treatments ON treatment_types.treatment_type_code = treatments.treatment_type_code GROUP BY treatment_types.treatment_type_code ORDER BY SUM(treatments.cost_of_treatment) ASC LIMIT 1,SELECT T2.treatment_type_description  FROM treatments AS T1  INNER JOIN treatment_types AS T2 ON T1.treatment_type_code = T2.treatment_type_code  ORDER BY T1.cost_of_treatment ASC  LIMIT 1,1,1
Which owner has paid the largest amount of money in total for their dogs? Show the owner id and zip code.,extra,"SELECT T1.owner_id ,  T1.zip_code FROM Owners AS T1 JOIN Dogs AS T2 ON T1.owner_id  =  T2.owner_id JOIN Treatments AS T3 ON T2.dog_id  =  T3.dog_id GROUP BY T1.owner_id ORDER BY sum(T3.cost_of_treatment) DESC LIMIT 1","SELECT o.owner_id, o.zip_code FROM owners o JOIN dogs d ON o.owner_id = d.owner_id GROUP BY o.owner_id, o.zip_code ORDER BY SUM(d.charge_amount) DESC LIMIT 1","SELECT T1.owner_id, T1.zip_code FROM owners AS T1 INNER JOIN dogs AS T2 ON T1.owner_id = T2.owner_id GROUP BY T1.owner_id ORDER BY SUM(T2.charge_amount) DESC LIMIT 1",0,0
Find the owner id and zip code of the owner who spent the most money in total for his or her dogs.,extra,"SELECT T1.owner_id ,  T1.zip_code FROM Owners AS T1 JOIN Dogs AS T2 ON T1.owner_id  =  T2.owner_id JOIN Treatments AS T3 ON T2.dog_id  =  T3.dog_id GROUP BY T1.owner_id ORDER BY sum(T3.cost_of_treatment) DESC LIMIT 1","SELECT o.owner_id, o.zip_code FROM owners o JOIN dogs d ON o.owner_id = d.owner_id JOIN (     SELECT owner_id, SUM(charge_amount) AS total_spent     FROM charges     GROUP BY owner_id     ORDER BY total_spent DESC     LIMIT 1 ) AS max_spender ON o.owner_id = max_spender.owner_id","SELECT T1.owner_id, T1.zip_code FROM owners AS T1 INNER JOIN dogs AS T2 ON T1.owner_id = T2.owner_id INNER JOIN charges AS T3 ON T2.dog_id = T3.charge_id WHERE T3.charge_type = 'Treatment' GROUP BY T1.owner_id ORDER BY SUM(T3.charge_amount) DESC LIMIT 1",0,0
Which professionals have done at least two types of treatments? List the professional id and cell phone.,medium,"SELECT T1.professional_id ,  T1.cell_number FROM Professionals AS T1 JOIN Treatments AS T2 ON T1.professional_id  =  T2.professional_id GROUP BY T1.professional_id HAVING count(*)  >=  2","SELECT p.professional_id, p.cell_number FROM professionals p JOIN treatments t ON p.professional_id = t.professional_id GROUP BY p.professional_id, p.cell_number HAVING COUNT(DISTINCT t.treatment_type_code) >= 2","SELECT T1.professional_id, T1.cell_number FROM professionals AS T1 INNER JOIN (SELECT professional_id FROM treatments GROUP BY professional_id HAVING COUNT(DISTINCT treatment_type_code) >= 2) AS T2 ON T1.professional_id = T2.professional_id",0,0
Find the id and cell phone of the professionals who operate two or more types of treatments.,medium,"SELECT T1.professional_id ,  T1.cell_number FROM Professionals AS T1 JOIN Treatments AS T2 ON T1.professional_id  =  T2.professional_id GROUP BY T1.professional_id HAVING count(*)  >=  2","SELECT p.professional_id, p.cell_number FROM professionals p JOIN treatments t ON p.professional_id = t.professional_id GROUP BY p.professional_id HAVING COUNT(DISTINCT t.treatment_type_code) >= 2","SELECT P.professional_id, P.cell_number FROM professionals AS P INNER JOIN treatments AS T ON P.professional_id = T.professional_id GROUP BY P.professional_id HAVING COUNT(DISTINCT T.treatment_type_code) >= 2",0,0
What are the first name and last name of the professionals who have done treatment with cost below average?,extra,"SELECT DISTINCT T1.first_name ,  T1.last_name FROM Professionals AS T1 JOIN Treatments AS T2 WHERE cost_of_treatment  <  ( SELECT avg(cost_of_treatment) FROM Treatments )","SELECT p.first_name, p.last_name FROM professionals p JOIN treatments t ON p.professional_id = t.professional_id WHERE t.cost_of_treatment < (SELECT AVG(cost_of_treatment) FROM treatments)","SELECT P.first_name, P.last_name FROM professionals AS P INNER JOIN treatments AS T ON P.professional_id = T.professional_id WHERE T.cost_of_treatment < (SELECT AVG(cost_of_treatment) FROM treatments)",0,0
Which professionals have operated a treatment that costs less than the average? Give me theor first names and last names.,extra,"SELECT DISTINCT T1.first_name ,  T1.last_name FROM Professionals AS T1 JOIN Treatments AS T2 WHERE cost_of_treatment  <  ( SELECT avg(cost_of_treatment) FROM Treatments )","SELECT p.first_name, p.last_name FROM professionals p JOIN treatments t ON p.professional_id = t.professional_id WHERE t.cost_of_treatment < (SELECT AVG(cost_of_treatment) FROM treatments)",NULL,0,0
"List the date of each treatment, together with the first name of the professional who operated it.",medium,"SELECT T1.date_of_treatment ,  T2.first_name FROM Treatments AS T1 JOIN Professionals AS T2 ON T1.professional_id  =  T2.professional_id","SELECT t.date_of_treatment, p.first_name FROM treatments t JOIN professionals p ON t.professional_id = p.professional_id","SELECT T4.date_of_treatment, T5.first_name FROM treatments AS T1 INNER JOIN dogs AS T2 ON T1.dog_id = T2.dog_id INNER JOIN professionals AS T3 ON T1.professional_id = T3.professional_id INNER JOIN treatment_types AS T4 ON T1.treatment_type_code = T4.treatment_type_code INNER JOIN professionals AS T5 ON T1.professional_id = T5.professional_id",1,0
What are the date and the operating professional's first name of each treatment?,medium,"SELECT T1.date_of_treatment ,  T2.first_name FROM Treatments AS T1 JOIN Professionals AS T2 ON T1.professional_id  =  T2.professional_id","SELECT treatments.date_of_treatment, professionals.first_name FROM treatments JOIN professionals ON treatments.professional_id = professionals.professional_id","SELECT T4.date_of_treatment, T3.first_name FROM treatments AS T1 INNER JOIN dogs AS T2 ON T1.dog_id = T2.dog_id INNER JOIN professionals AS T3 ON T1.professional_id = T3.professional_id INNER JOIN treatment_types AS T4 ON T1.treatment_type_code = T4.treatment_type_code",1,0
List the cost of each treatment and the corresponding treatment type description.,medium,"SELECT T1.cost_of_treatment ,  T2.treatment_type_description FROM Treatments AS T1 JOIN treatment_types AS T2 ON T1.treatment_type_code  =  T2.treatment_type_code","SELECT    treatments.cost_of_treatment,    treatment_types.treatment_type_description  FROM    treatments  JOIN    treatment_types  ON    treatments.treatment_type_code = treatment_types.treatment_type_code","SELECT T2.charge_amount, T3.treatment_type_description FROM treatments AS T1 INNER JOIN charges AS T2 ON T1.charge_id = T2.charge_id INNER JOIN treatment_types AS T3 ON T1.treatment_type_code = T3.treatment_type_code",1,0
What are the cost and treatment type description of each treatment?,medium,"SELECT T1.cost_of_treatment ,  T2.treatment_type_description FROM Treatments AS T1 JOIN treatment_types AS T2 ON T1.treatment_type_code  =  T2.treatment_type_code","SELECT t.cost_of_treatment, tt.treatment_type_description FROM treatments t JOIN treatment_types tt ON t.treatment_type_code = tt.treatment_type_code","SELECT T2.charge_amount, T3.treatment_type_description FROM treatments AS T1 INNER JOIN charges AS T2 ON T1.charge_id = T2.charge_id INNER JOIN treatment_types AS T3 ON T1.treatment_type_code = T3.treatment_type_code",1,0
"List each owner's first name, last name, and the size of his for her dog.",medium,"SELECT T1.first_name ,  T1.last_name ,  T2.size_code FROM Owners AS T1 JOIN Dogs AS T2 ON T1.owner_id  =  T2.owner_id","SELECT o.first_name, o.last_name, d.size_code FROM owners o JOIN dogs d ON o.owner_id = d.owner_id","SELECT T1.first_name, T1.last_name, T4.size_description FROM owners AS T1 INNER JOIN dogs AS T2 ON T1.owner_id = T2.owner_id INNER JOIN sizes AS T4 ON T2.size_code = T4.size_code",1,0
"What are each owner's first name, last name, and the size of their dog?",medium,"SELECT T1.first_name ,  T1.last_name ,  T2.size_code FROM Owners AS T1 JOIN Dogs AS T2 ON T1.owner_id  =  T2.owner_id","SELECT o.first_name, o.last_name, d.size_code FROM owners o JOIN dogs d ON o.owner_id = d.owner_id","SELECT T2.first_name, T2.last_name, T5.size_description FROM owners AS T2 INNER JOIN dogs AS T3 ON T2.owner_id = T3.owner_id INNER JOIN sizes AS T5 ON T3.size_code = T5.size_code",1,0
List pairs of the owner's first name and the dogs's name.,medium,"SELECT T1.first_name ,  T2.name FROM Owners AS T1 JOIN Dogs AS T2 ON T1.owner_id  =  T2.owner_id","SELECT o.first_name, d.name FROM owners o JOIN dogs d ON o.owner_id = d.owner_id","SELECT T1.first_name, T4.name FROM owners AS T1 INNER JOIN dogs AS T4 ON T1.owner_id = T4.owner_id",1,1
What are each owner's first name and their dogs's name?,medium,"SELECT T1.first_name ,  T2.name FROM Owners AS T1 JOIN Dogs AS T2 ON T1.owner_id  =  T2.owner_id","SELECT o.first_name, d.name FROM owners o JOIN dogs d ON o.owner_id = d.owner_id","SELECT T2.first_name, T4.name FROM owners AS T2 INNER JOIN dogs AS T4 ON T2.owner_id = T4.owner_id",1,1
List the names of the dogs of the rarest breed and the treatment dates of them.,extra,"SELECT T1.name ,  T2.date_of_treatment FROM Dogs AS T1 JOIN Treatments AS T2 ON T1.dog_id  =  T2.dog_id WHERE T1.breed_code  =  ( SELECT breed_code FROM Dogs GROUP BY breed_code ORDER BY count(*) ASC LIMIT 1 )","SELECT d.name, t.date_of_treatment FROM dogs d JOIN breeds b ON d.breed_code = b.breed_code JOIN treatments t ON d.dog_id = t.dog_id WHERE b.breed_name = (     SELECT breed_name     FROM breeds     ORDER BY breed_name ASC     LIMIT 1 )","SELECT T2.name, T5.date_of_treatment FROM dogs AS T1 INNER JOIN breeds AS T2 ON T1.breed_code = T2.breed_code INNER JOIN sizes AS T3 ON T1.size_code = T3.size_code INNER JOIN owners AS T4 ON T1.owner_id = T4.owner_id INNER JOIN treatments AS T5 ON T1.dog_id = T5.dog_id WHERE T2.breed_name = (SELECT T6.breed_name FROM breeds AS T6 INNER JOIN dogs AS T7 ON T6.breed_code = T7.breed_code GROUP BY T6.breed_name ORDER BY COUNT(T7.dog_id) ASC LIMIT 1) ORDER BY T1.weight ASC",0,0
Which dogs are of the rarest breed? Show their names and treatment dates.,extra,"SELECT T1.name ,  T2.date_of_treatment FROM Dogs AS T1 JOIN Treatments AS T2 ON T1.dog_id  =  T2.dog_id WHERE T1.breed_code  =  ( SELECT breed_code FROM Dogs GROUP BY breed_code ORDER BY count(*) ASC LIMIT 1 )","SELECT d.name, t.date_of_treatment FROM dogs d JOIN breeds b ON d.breed_code = b.breed_code JOIN treatments t ON d.dog_id = t.dog_id WHERE b.breed_name IN (     SELECT breed_name     FROM breeds     ORDER BY COUNT(*) ASC     LIMIT 1 ) ORDER BY t.date_of_treatment","SELECT T2.name, T5.date_of_treatment FROM dogs AS T2 INNER JOIN breeds AS T1 ON T2.breed_code = T1.breed_code INNER JOIN treatments AS T5 ON T2.dog_id = T5.dog_id WHERE T1.breed_name IN (SELECT T1.breed_name FROM breeds AS T1 INNER JOIN dogs AS T2 ON T1.breed_code = T2.breed_code GROUP BY T1.breed_name ORDER BY COUNT(*) ASC LIMIT 1)",0,1
Which dogs are owned by someone who lives in Virginia? List the owner's first name and the dog's name.,medium,"SELECT T1.first_name ,  T2.name FROM Owners AS T1 JOIN Dogs AS T2 ON T1.owner_id  =  T2.owner_id WHERE T1.state  =  'Virginia'","SELECT o.first_name, d.name FROM owners o JOIN dogs d ON o.owner_id = d.owner_id WHERE o.state = 'VA'","SELECT T2.first_name, T4.name FROM owners AS T1 INNER JOIN dogs AS T2 ON T1.owner_id = T2.owner_id INNER JOIN zip_codes AS T3 ON T1.zip_code = T3.zip_code INNER JOIN zip_codes AS T5 ON T2.zip_code = T5.zip_code WHERE T3.state = 'VA' OR T5.state = 'VA'",0,0
Find the first names of owners living in Virginia and the names of dogs they own.,medium,"SELECT T1.first_name ,  T2.name FROM Owners AS T1 JOIN Dogs AS T2 ON T1.owner_id  =  T2.owner_id WHERE T1.state  =  'Virginia'","SELECT o.first_name, d.name FROM owners o JOIN dogs d ON o.owner_id = d.owner_id WHERE o.state = 'VA'","SELECT T2.first_name, T4.name FROM owners AS T2 INNER JOIN dogs AS T4 ON T2.owner_id = T4.owner_id WHERE T2.state = 'VA'",0,0
What are the arriving date and the departing date of the dogs who have gone through a treatment?,medium,"SELECT DISTINCT T1.date_arrived ,  T1.date_departed FROM Dogs AS T1 JOIN Treatments AS T2 ON T1.dog_id  =  T2.dog_id","SELECT d.date_arrived, d.date_departed FROM dogs d JOIN treatments t ON d.dog_id = t.dog_id WHERE d.date_departed IS NOT NULL","SELECT T2.date_arrived, T2.date_departed FROM dogs AS T2 INNER JOIN treatments AS T1 ON T2.dog_id = T1.dog_id WHERE T2.date_departed IS NOT NULL",1,1
Find the arriving date and the departing date of the dogs that received a treatment.,medium,"SELECT DISTINCT T1.date_arrived ,  T1.date_departed FROM Dogs AS T1 JOIN Treatments AS T2 ON T1.dog_id  =  T2.dog_id","SELECT d.date_arrived, d.date_departed FROM dogs d JOIN treatments t ON d.dog_id = t.dog_id","SELECT T1.date_arrived, T1.date_departed FROM dogs AS T1 INNER JOIN treatments AS T2 ON T1.dog_id = T2.dog_id WHERE T1.date_arrived IS NOT NULL AND T1.date_departed IS NOT NULL",1,1
List the last name of the owner owning the youngest dog.,extra,SELECT T1.last_name FROM Owners AS T1 JOIN Dogs AS T2 ON T1.owner_id  =  T2.owner_id WHERE T2.age  =  ( SELECT max(age) FROM Dogs ),SELECT last_name FROM owners WHERE owner_id = (     SELECT owner_id     FROM dogs     ORDER BY date_of_birth DESC     LIMIT 1 ),SELECT T2.last_name FROM dogs AS T1 INNER JOIN owners AS T2 ON T1.owner_id = T2.owner_id ORDER BY T1.age ASC LIMIT 1,0,0
Who owns the youngest dog? Give me his or her last name.,extra,SELECT T1.last_name FROM Owners AS T1 JOIN Dogs AS T2 ON T1.owner_id  =  T2.owner_id WHERE T2.age  =  ( SELECT max(age) FROM Dogs ),SELECT o.last_name FROM owners o JOIN dogs d ON o.owner_id = d.owner_id ORDER BY d.date_of_birth DESC LIMIT 1,SELECT T2.last_name FROM dogs AS T1 INNER JOIN owners AS T2 ON T1.owner_id = T2.owner_id ORDER BY T1.age ASC LIMIT 1,0,0
List the emails of the professionals who live in the state of Hawaii or the state of Wisconsin.,medium,SELECT email_address FROM Professionals WHERE state  =  'Hawaii' OR state  =  'Wisconsin',"SELECT email_address FROM professionals WHERE state IN ('HI', 'WI')","SELECT email_address FROM professionals WHERE state IN ('HI', 'WI')",0,0
