Question,hardness,Ground Truth SQL,Basic Predicted SQL,SoQ Predicted SQL,EX,EX SoQ
Give the name of the student with the most likes.,extra,SELECT T2.name FROM Likes AS T1 JOIN Highschooler AS T2 ON T1.student_id  =  T2.id GROUP BY T1.student_id ORDER BY count(*) DESC LIMIT 1,SELECT T1.name FROM highschooler AS T1 JOIN likes AS T2 ON T1.id = T2.student_id GROUP BY T1.id ORDER BY count(*) DESC LIMIT 1,SELECT T1.name FROM highschooler AS T1 JOIN likes AS T2 ON T1.id = T2.student_id GROUP BY T1.id ORDER BY COUNT(*) DESC LIMIT 1  Step-by-Step Sub-Questions: 1. Which students have the most likes? 2. How many likes does each of these students have? 3. What are the names of these students? 4. Which student has the highest number of likes? 5. What is the name of this student?,1,0
Show the names of students who have at least 2 likes.,medium,SELECT T2.name FROM Likes AS T1 JOIN Highschooler AS T2 ON T1.student_id  =  T2.id GROUP BY T1.student_id HAVING count(*)  >=  2,SELECT T1.name FROM highschooler AS T1 JOIN likes AS T2 ON T1.id = T2.student_id GROUP BY T1.id HAVING COUNT(*) >= 2,SELECT T1.name FROM highschooler AS T1 JOIN likes AS T2 ON T1.id = T2.student_id GROUP BY T1.id HAVING COUNT(*) >= 2,1,1
What are the names of students who have 2 or more likes?,medium,SELECT T2.name FROM Likes AS T1 JOIN Highschooler AS T2 ON T1.student_id  =  T2.id GROUP BY T1.student_id HAVING count(*)  >=  2,Select T1.name FROM highschooler AS T1 JOIN likes AS T2 ON T1.id = T2.student_id GROUP BY T1.id HAVING COUNT(*) >= 2,SELECT T1.name FROM highschooler AS T1 JOIN likes AS T2 ON T1.id = T2.student_id GROUP BY T1.id HAVING COUNT(*) >= 2,1,1
Show the names of students who have a grade higher than 5 and have at least 2 friends.,hard,SELECT T2.name FROM Friend AS T1 JOIN Highschooler AS T2 ON T1.student_id  =  T2.id WHERE T2.grade  >  5 GROUP BY T1.student_id HAVING count(*)  >=  2,SELECT T1.name FROM highschooler AS T1 JOIN friend AS T2 ON T1.id = T2.student_id WHERE T1.grade > 5 GROUP BY T1.id HAVING COUNT(T2.friend_id) >= 2,SELECT T1.name FROM highschooler AS T1 JOIN friend AS T2 ON T1.id = T2.student_id GROUP BY T1.id HAVING COUNT(*) >= 2 AND T1.grade > 5,1,1
What are the names of high schoolers who have a grade of over 5 and have 2 or more friends?,hard,SELECT T2.name FROM Friend AS T1 JOIN Highschooler AS T2 ON T1.student_id  =  T2.id WHERE T2.grade  >  5 GROUP BY T1.student_id HAVING count(*)  >=  2,SELECT T1.name FROM highschooler AS T1 JOIN friend AS T2 ON T1.id = T2.student_id WHERE T1.grade > 5 GROUP BY T1.id HAVING COUNT(*) >= 2,SELECT T1.name FROM highschooler AS T1 JOIN friend AS T2 ON T1.id = T2.student_id WHERE T1.grade > 5 GROUP BY T1.id HAVING COUNT(*) >= 2,1,1
How many likes does Kyle have?,medium,"SELECT count(*) FROM Likes AS T1 JOIN Highschooler AS T2 ON T1.student_id  =  T2.id WHERE T2.name  =  ""Kyle""",NULL,SELECT count(*) FROM likes AS T1 JOIN highschooler AS T2 ON T1.student_id = T2.id WHERE T2.name = 'Kyle',0,1
Return the number of likes that the high schooler named Kyle has.,medium,"SELECT count(*) FROM Likes AS T1 JOIN Highschooler AS T2 ON T1.student_id  =  T2.id WHERE T2.name  =  ""Kyle""",SELECT count(*) FROM likes AS T1 JOIN highschooler AS T2 ON T1.student_id = T2.id WHERE T2.name = 'Kyle',SELECT COUNT(*) FROM likes AS T1 JOIN highschooler AS T2 ON T1.student_id = T2.id WHERE T2.name = 'Kyle',1,1
Find the average grade of all students who have some friends.,hard,SELECT avg(grade) FROM Highschooler WHERE id IN (SELECT T1.student_id FROM Friend AS T1 JOIN Highschooler AS T2 ON T1.student_id  =  T2.id),SELECT avg(T1.grade) FROM highschooler AS T1 JOIN friend AS T2 ON T1.id = T2.student_id,SELECT AVG(T1.grade) FROM highschooler AS T1 JOIN friend AS T2 ON T1.id = T2.student_id  Step-by-Step Sub-Questions: 1. Which students have friends? 2. What is the average grade of these students?,0,0
What is the average grade of students who have friends?,hard,SELECT avg(grade) FROM Highschooler WHERE id IN (SELECT T1.student_id FROM Friend AS T1 JOIN Highschooler AS T2 ON T1.student_id  =  T2.id),SELECT AVG(T1.grade) FROM highschooler AS T1 JOIN friend AS T2 ON T1.id = T2.student_id,SELECT AVG(T1.grade) FROM highschooler AS T1 JOIN friend AS T2 ON T1.id = T2.student_id  Step-by-Step Sub-Questions: 1. Which students have friends? 2. What is the average grade of these students?,0,0
Find the minimum grade of students who have no friends.,extra,SELECT min(grade) FROM Highschooler WHERE id NOT IN (SELECT T1.student_id FROM Friend AS T1 JOIN Highschooler AS T2 ON T1.student_id  =  T2.id),SELECT min(grade) FROM highschooler WHERE id NOT IN ( SELECT student_id FROM friend ),SELECT MIN(grade) FROM highschooler WHERE id NOT IN (SELECT student_id FROM friend)  Step-by-Step Sub-Questions: 1. What students have no friends? 2. What is the minimum grade of these students?,1,0
What is the lowest grade of students who do not have any friends?,extra,SELECT min(grade) FROM Highschooler WHERE id NOT IN (SELECT T1.student_id FROM Friend AS T1 JOIN Highschooler AS T2 ON T1.student_id  =  T2.id),SELECT min(grade) FROM highschooler WHERE id NOT IN ( SELECT student_id FROM friend ) ,SELECT MIN(grade) FROM highschooler WHERE id NOT IN (SELECT student_id FROM friend),1,1
Which states have both owners and professionals living there?,hard,SELECT state FROM Owners INTERSECT SELECT state FROM Professionals,NULL,SELECT state FROM owners WHERE state IN (SELECT state FROM professionals),0,1
Find the states where both owners and professionals live.,hard,SELECT state FROM Owners INTERSECT SELECT state FROM Professionals,SELECT state FROM owners INTERSECT SELECT state FROM professionals,SELECT DISTINCT T1.state FROM owners AS T1 INNER JOIN professionals AS T2 ON T1.state = T2.state  Step-by-Step Sub-Questions: 1. What states do owners live in? 2. What states do professionals live in? 3. Which states are common to both owners and professionals?,1,0
What is the average age of the dogs who have gone through any treatments?,hard,SELECT avg(age) FROM Dogs WHERE dog_id IN ( SELECT dog_id FROM Treatments ),SELECT AVG(age) FROM dogs WHERE dog_id IN (SELECT dog_id FROM treatments),SELECT AVG(T1.age) FROM dogs AS T1 INNER JOIN treatments AS T2 ON T1.dog_id = T2.dog_id  Step-by-Step Sub-Questions: . What dogs have gone through any treatments? 2. What is the average age of these dogs?,1,0
Find the average age of the dogs who went through treatments.,hard,SELECT avg(age) FROM Dogs WHERE dog_id IN ( SELECT dog_id FROM Treatments ),SELECT AVG(age) FROM dogs WHERE dog_id IN (SELECT dog_id FROM treatments),SELECT AVG(T1.age) FROM dogs AS T1 INNER JOIN treatments AS T2 ON T1.dog_id = T2.dog_id  Step-by-Step Sub-Questions: . What dogs have gone through treatments? 2. What is the age of each of these dogs? 3. How do we calculate the average age of these dogs?,1,0
"Which professionals live in the state of Indiana or have done treatment on more than 2 treatments? List his or her id, last name and cell phone.",extra,"SELECT professional_id ,  last_name ,  cell_number FROM Professionals WHERE state  =  'Indiana' UNION SELECT T1.professional_id ,  T1.last_name ,  T1.cell_number FROM Professionals AS T1 JOIN Treatments AS T2 ON T1.professional_id  =  T2.professional_id GROUP BY T1.professional_id HAVING count(*)  >  2","Select professional_id, last_name, cell_number from professionals where state = 'Indiana' or professional_id in (select professional_id from treatments group by professional_id having count(*) > 2)","SELECT T1.professional_id, T1.last_name, T1.cell_number FROM professionals AS T1 INNER JOIN treatments AS T2 ON T1.professional_id = T2.professional_id WHERE T1.state = 'Indiana' OR T2.professional_id IN (SELECT professional_id FROM treatments GROUP BY professional_id HAVING COUNT(treatment_id) > 2)",1,0
"Find the id, last name and cell phone of the professionals who live in the state of Indiana or have performed more than two treatments.",extra,"SELECT professional_id ,  last_name ,  cell_number FROM Professionals WHERE state  =  'Indiana' UNION SELECT T1.professional_id ,  T1.last_name ,  T1.cell_number FROM Professionals AS T1 JOIN Treatments AS T2 ON T1.professional_id  =  T2.professional_id GROUP BY T1.professional_id HAVING count(*)  >  2","SELECT professional_id, last_name, cell_number FROM professionals WHERE state = 'Indiana' UNION SELECT professional_id, last_name, cell_number FROM professionals WHERE professional_id IN ( SELECT professional_id FROM treatments GROUP BY professional_id HAVING COUNT(professional_id) > 2 ) ",NULL,1,0
Which dogs have not cost their owner more than 1000 for treatment ? List the dog names .,hard,select name from dogs where dog_id not in ( select dog_id from treatments group by dog_id having sum(cost_of_treatment)  >  1000 ),"Select the dog names from the dogs table where the dog_id is not in the treatments table with a cost_of_treatment greater than 1000. To optimize the query, use a subquery with a GROUP BY and HAVING clause to first identify the dog_ids that meet the cost condition, and then exclude these from the main query.  SQLite Query: ",NULL,0,0
What are the names of the dogs for which the owner has not spend more than 1000 for treatment ?,hard,select name from dogs where dog_id not in ( select dog_id from treatments group by dog_id having sum(cost_of_treatment)  >  1000 ),"Select the names of the dogs for which the owner has not spent more than 1000 for treatment. To achieve this, we need to join the dogs table with the treatments table on the dog_id column. ",SELECT T2.name FROM treatments AS T1 INNER JOIN dogs AS T2 ON T1.dog_id = T2.dog_id INNER JOIN owners AS T3 ON T2.owner_id = T3.owner_id WHERE T3.owner_id IN (SELECT T3.owner_id FROM treatments AS T1 INNER JOIN dogs AS T2 ON T1.dog_id = T2.dog_id WHERE T1.cost_of_treatment > 1000 GROUP BY T3.owner_id HAVING COUNT(*) > 0) GROUP BY T2.name,0,0
Which first names are used for professionals or owners but are not used as dog names?,hard,SELECT first_name FROM Professionals UNION SELECT first_name FROM Owners EXCEPT SELECT name FROM Dogs,Select first names from professionals or owners that are not in the list of dog names.  SQLite Query: : Select DISTINCT first_name FROM professionals UNION SELECT DISTINCT first_name FROM owners EXCEPT SELECT DISTINCT name FROM dogs,NULL,0,0
Find the first names that are used for professionals or owners but are not used as dog names.,hard,SELECT first_name FROM Professionals UNION SELECT first_name FROM Owners EXCEPT SELECT name FROM Dogs,Select first names from professionals and owners that are not in the list of dog names.  SQLite Query: : Select first_name from professionals where first_name not in (Select first_name from dogs) union select first_name from owners where first_name not in (Select first_name from dogs),NULL,0,0
"Which professional did not operate any treatment on dogs? List the professional's id, role and email.",extra,"SELECT professional_id ,  role_code ,  email_address FROM Professionals EXCEPT SELECT T1.professional_id ,  T1.role_code ,  T1.email_address FROM Professionals AS T1 JOIN Treatments AS T2 ON T1.professional_id  =  T2.professional_id","Select professional_id, role_code, email_address from professionals where professional_id not in (select professional_id from treatments)","SELECT professional_id, role_code, email_address FROM professionals WHERE professional_id NOT IN (SELECT professional_id FROM treatments)",1,1
"Give me the id, role and email of the professionals who did not perform any treatment on dogs.",extra,"SELECT professional_id ,  role_code ,  email_address FROM Professionals EXCEPT SELECT T1.professional_id ,  T1.role_code ,  T1.email_address FROM Professionals AS T1 JOIN Treatments AS T2 ON T1.professional_id  =  T2.professional_id","SELECT professional_id, role_code, email_address FROM professionals WHERE professional_id NOT IN ( SELECT professional_id FROM treatments ) ",NULL,1,0
"Which owner owns the most dogs? List the owner id, first name and last name.",extra,"SELECT T1.owner_id ,  T2.first_name ,  T2.last_name FROM Dogs AS T1 JOIN Owners AS T2 ON T1.owner_id  =  T2.owner_id GROUP BY T1.owner_id ORDER BY count(*) DESC LIMIT 1","Select the owner_id, first_name, and last_name from the owners table where the owner_id is in the subquery that counts the number of dogs for each owner and orders the results in descending order by the count, limiting the result to the top 1 owner.  SQLite Query:                                                                                                                 e ","SELECT T1.owner_id, T1.first_name, T1.last_name FROM owners AS T1 INNER JOIN dogs AS T2 ON T1.owner_id = T2.owner_id GROUP BY T1.owner_id ORDER BY COUNT(*) DESC LIMIT 1",0,1
"Return the owner id, first name and last name of the owner who has the most dogs.",extra,"SELECT T1.owner_id ,  T2.first_name ,  T2.last_name FROM Dogs AS T1 JOIN Owners AS T2 ON T1.owner_id  =  T2.owner_id GROUP BY T1.owner_id ORDER BY count(*) DESC LIMIT 1","SELECT T1.owner_id, T1.first_name, T1.last_name FROM owners AS T1 JOIN dogs AS T2 ON T1.owner_id = T2.owner_id GROUP BY T1.owner_id ORDER BY COUNT(*) DESC LIMIT 1","SELECT T1.owner_id, T1.first_name, T1.last_name FROM owners AS T1 INNER JOIN dogs AS T2 ON T1.owner_id = T2.owner_id GROUP BY T1.owner_id ORDER BY COUNT(*) DESC LIMIT 1",1,1
"Which professionals have done at least two treatments? List the professional's id, role, and first name.",medium,"SELECT T1.professional_id ,  T1.role_code ,  T1.first_name FROM Professionals AS T1 JOIN Treatments AS T2 ON T1.professional_id  =  T2.professional_id GROUP BY T1.professional_id HAVING count(*)  >=  2","Select professional_id, role_code, first_name from professionals where professional_id in (select professional_id from treatments group by professional_id having count(*) >= 2)","SELECT T1.professional_id, T1.role_code, T1.first_name FROM professionals AS T1 INNER JOIN treatments AS T2 ON T1.professional_id = T2.professional_id GROUP BY T1.professional_id HAVING COUNT(T2.treatment_id) >= 2",1,1
"What are the id, role, and first name of the professionals who have performed two or more treatments?",medium,"SELECT T1.professional_id ,  T1.role_code ,  T1.first_name FROM Professionals AS T1 JOIN Treatments AS T2 ON T1.professional_id  =  T2.professional_id GROUP BY T1.professional_id HAVING count(*)  >=  2","SELECT professional_id, role_code, first_name FROM professionals WHERE professional_id IN ( SELECT professional_id FROM treatments GROUP BY professional_id HAVING COUNT(*) >= 2 ) ","SELECT T1.professional_id, T1.role_code, T1.first_name FROM professionals AS T1 INNER JOIN treatments AS T2 ON T1.professional_id = T2.professional_id GROUP BY T1.professional_id HAVING COUNT(T2.treatment_id) >= 2",1,1
What is the name of the breed with the most dogs?,extra,SELECT T1.breed_name FROM Breeds AS T1 JOIN Dogs AS T2 ON T1.breed_code  =  T2.breed_code GROUP BY T1.breed_name ORDER BY count(*) DESC LIMIT 1,SELECT breed_name FROM breeds WHERE breed_code = (SELECT breed_code FROM dogs GROUP BY breed_code ORDER BY COUNT(*) DESC LIMIT 1),SELECT T1.breed_name FROM breeds AS T1 INNER JOIN dogs AS T2 ON T1.breed_code = T2.breed_code GROUP BY T1.breed_name ORDER BY COUNT(*) DESC LIMIT 1,1,1
Which breed do the most dogs have? Give me the breed name.,extra,SELECT T1.breed_name FROM Breeds AS T1 JOIN Dogs AS T2 ON T1.breed_code  =  T2.breed_code GROUP BY T1.breed_name ORDER BY count(*) DESC LIMIT 1,SELECT breed_name FROM breeds WHERE breed_code = (SELECT breed_code FROM dogs GROUP BY breed_code ORDER BY COUNT(*) DESC LIMIT 1),SELECT T1.breed_name FROM breeds AS T1 INNER JOIN dogs AS T2 ON T1.breed_code = T2.breed_code GROUP BY T1.breed_name ORDER BY COUNT(*) DESC LIMIT 1,1,1
Which owner has paid for the most treatments on his or her dogs? List the owner id and last name.,extra,"SELECT T1.owner_id ,  T1.last_name FROM Owners AS T1 JOIN Dogs AS T2 ON T1.owner_id  =  T2.owner_id JOIN Treatments AS T3 ON T2.dog_id  =  T3.dog_id GROUP BY T1.owner_id ORDER BY count(*) DESC LIMIT 1","Select the owner_id and last_name from the owners table where the owner_id is in the subquery that selects the owner_id from the dogs table where the dog_id is in the subquery that selects the dog_id from the treatments table where the treatment_id is in the subquery that selects the treatment_id from the charges table where the charge_type is 'treatment' and the charge_amount is greater than 0. Group the results by owner_id and last_name and order the results by the count of treatment_id in descending order. Limit the results to 1.  SQLite Query: sql SELECT owner_id, last_name  FROM owners  WHERE owner_id IN (     SELECT owner_id      FROM dogs      WHERE dog_id IN (         SELECT dog_id          FROM treatments          WHERE treatment_id IN (             SELECT treatment_id              FROM charges              WHERE charge_type = 'treatment' AND charge_amount > 0         )     ) )  GROUP BY owner_id, last_name  ORDER BY COUNT(treatment_id) DESC  LIMIT 1","SELECT T1.owner_id, T1.last_name FROM owners AS T1 INNER JOIN dogs AS T2 ON T1.owner_id = T2.owner_id INNER JOIN treatments AS T3 ON T2.dog_id = T3.dog_id GROUP BY T1.owner_id, T1.last_name ORDER BY COUNT(T3.treatment_id) DESC LIMIT 1",0,1
